,date,url,entropy,mean_intensity,standard_deviation,skewness,kurtosis,relative_smoothness,uniformity,fractal_dimension,taruma_contrast,taruma_directionality,taruma_coarseness,taruma_linelikeness,taruma_regularity,taruma_roughness
0,2023-01-01 00:00:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_0000_hmiigr_1024.jpg,4.358186925143474,121.20560073852539,79.53816565971702,-0.8519637604823415,1.7565897720569688,0.9998419551987002,0.09929782428298495,1.3559358038321838,5495.200645317751,0.9869838495887371,23.9938907623291,1.3783715022143097,78.48160153210429,0.3030160154709192
1,2023-01-01 01:30:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_0130_hmiigr_1024.jpg,4.36188812421743,121.1776475906372,79.5514876023352,-0.8510364185748636,1.7551528612171206,0.9998420081192659,0.09936831275263103,1.3555302489060876,5498.166331009368,0.9869482782183372,24.00515651702881,1.3768867056595444,77.8287553830876,0.30298032305185835
2,2023-01-01 03:00:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_0300_hmiigr_1024.jpg,4.357202140891977,121.15568542480469,79.55995372324104,-0.8505013296231613,1.7541130129436031,0.9998420417365788,0.09953904815847636,1.3565779281787376,5500.151486257631,0.9869768067812383,23.99212121963501,1.3770512051399102,78.16644992864317,0.30299931825090737
3,2023-01-01 04:30:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_0430_hmiigr_1024.jpg,4.354283501377311,121.13371562957764,79.56730513044238,-0.8499341173953447,1.7530480056724478,0.9998420709188789,0.09955016505227832,1.3583427242562978,5502.003294161003,0.9870072386811575,23.98655080795288,1.3767711601136638,77.8969773623712,0.30287390003302617
4,2023-01-01 06:00:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_0600_hmiigr_1024.jpg,4.346628149431522,121.11493587493896,79.57151960888717,-0.8496470180524601,1.7521701279998603,0.9998420876451142,0.0998846062902885,1.3539848306259084,5503.275265138654,0.9870046500487241,23.97769021987915,1.3757259465443936,78.4508736714742,0.3029863062716411
5,2023-01-01 07:30:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_0730_hmiigr_1024.jpg,4.339446962250937,121.10941219329834,79.5689928021129,-0.8497427109151366,1.752043781170543,0.9998420776171544,0.09998895657372486,1.3613629299916143,5503.02496262473,0.9870547134220498,23.975165843963623,1.3771690878459544,77.77466418717815,0.30308164951657574
6,2023-01-01 09:00:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_0900_hmiigr_1024.jpg,4.33841516352733,121.11284637451172,79.56743887049139,-0.8498438572008695,1.7522449151663286,0.9998420714497013,0.10000478988331452,1.35707423024446,5502.652104774019,0.987055278395075,24.012686252593994,1.3766619282993602,78.73148113618514,0.3017876895574236
7,2023-01-01 10:30:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_1030_hmiigr_1024.jpg,4.3432082382953325,121.12398910522461,79.56154649334515,-0.8501418157436388,1.752914554606352,0.9998420480599587,0.099899986958917,1.3529036287541254,5501.3116145007425,0.9870088826058796,24.004048824310303,1.3782246399600715,78.13008583394516,0.30219608628575534
8,2023-01-01 12:00:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_1200_hmiigr_1024.jpg,4.356538956363046,121.13726806640625,79.5547217138665,-0.8503361094405419,1.7537147119901064,0.9998420209625578,0.09943244210808189,1.3597103714954912,5499.74033861585,0.9870520308267192,24.04380750656128,1.378119230939237,78.32311788459391,0.3011565419418448
9,2023-01-01 13:30:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_1330_hmiigr_1024.jpg,4.366387508523715,121.1640625,79.54727089430648,-0.8508332696222063,1.7550262843043507,0.9998419913715381,0.09912507032277063,1.3569310754310175,5497.682596797094,0.9869608798703604,24.044116020202637,1.3784896847912271,77.88354619323665,0.3015268901831217
10,2023-01-01 15:00:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_1500_hmiigr_1024.jpg,4.357862511916458,121.19007778167725,79.53304957188745,-0.8518364615085136,1.756416148487794,0.9998419348683021,0.09932050768657064,1.3557655337644,5494.629517849006,0.9869301618923964,24.053096294403076,1.3785599382070448,78.31758412509564,0.30137950752023107
11,2023-01-01 16:30:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_1630_hmiigr_1024.jpg,4.349110008989637,121.21313762664795,79.52296874489292,-0.8526670623923276,1.7575684416449822,0.9998418947974566,0.09960395884809259,1.35497838137085,5492.3361283599315,0.9869738346314936,24.036372184753418,1.3780638874522602,78.01143442352546,0.30178667145068827
12,2023-01-01 18:00:00,https://soho.nascom.nasa.gov/data/REPROCESSING/Completed/2023/hmiigr/20230101/20230101_1800_hmiigr_1024.jpg,4.339832577674912,121.23153972625732,79.51170271482583,-0.8535050706179553,1.758603610399871,0.9998418499974492,0.09980641201036633,1.3563946678552934,5489.971849169044,0.9869821002983705,24.020689010620117,1.3780293205507705,78.2443060694271,0.3021459182061012
